Student_ID,Semster_Name,Paper 1,Paper 2,Paper 3,Paper 4,Paper 5,Paper 6,Paper 7,percentage,sum,Department_ID,Department_Name
SID20147569,Sem_5,57.0,79.0,89.0,60.0,90.0,74.0,70.0,74.14285714,519,IDEPT1836,Educational Technology
SID20147569,Sem_6,43.0,73.0,98.0,72.0,86.0,59.0,47.0,68.28571429,478,IDEPT1836,Educational Technology
SID20147569,Sem_7,58.0,41.0,56.0,50.0,71.0,43.0,81.0,57.14285714,400,IDEPT1836,Educational Technology
SID20147569,Sem_8,99.0,69.0,71.0,,69.0,21.0,91.0,70.0,420,IDEPT1836,Educational Technology
SID20149733,Sem_1,93.0,54.0,21.0,69.0,67.0,53.0,79.0,62.28571429,436,IDEPT1836,Educational Technology
SID20149733,Sem_2,42.0,61.0,99.0,86.0,97.0,67.0,70.0,74.57142857,522,IDEPT1836,Educational Technology
SID20149733,Sem_3,51.0,52.0,51.0,76.0,96.0,74.0,90.0,70.0,490,IDEPT1836,Educational Technology
SID20149733,Sem_4,83.0,64.0,53.0,58.0,74.0,94.0,85.0,73.0,511,IDEPT1836,Educational Technology
SID20149733,Sem_5,99.0,72.0,88.0,60.0,78.0,55.0,62.0,73.42857143,514,IDEPT1836,Educational Technology
SID20149733,Sem_6,55.0,92.0,62.0,62.0,99.0,51.0,65.0,69.42857143,486,IDEPT1836,Educational Technology
SID20149733,Sem_7,51.0,41.0,88.0,70.0,86.0,83.0,71.0,70.0,490,IDEPT1836,Educational Technology
SID20149733,Sem_8,81.0,60.0,81.0,41.0,42.0,94.0,73.0,67.42857143,472,IDEPT1836,Educational Technology
SID20152812,Sem_1,41.0,67.0,62.0,55.0,57.0,48.0,62.0,56.0,392,IDEPT1836,Educational Technology
SID20152812,Sem_2,98.0,68.0,86.0,66.0,50.0,94.0,96.0,79.71428571,558,IDEPT1836,Educational Technology
SID20152812,Sem_3,96.0,68.0,81.0,59.0,45.0,56.0,59.0,66.28571429,464,IDEPT1836,Educational Technology
SID20152812,Sem_4,82.0,86.0,49.0,27.0,65.0,51.0,84.0,63.42857143,444,IDEPT1836,Educational Technology
SID20152812,Sem_5,55.0,88.0,53.0,61.0,89.0,98.0,44.0,69.71428571,488,IDEPT1836,Educational Technology
SID20152812,Sem_6,83.0,48.0,45.0,57.0,96.0,46.0,79.0,64.85714286,454,IDEPT1836,Educational Technology
SID20152812,Sem_7,67.0,53.0,99.0,45.0,75.0,54.0,97.0,70.0,490,IDEPT1836,Educational Technology
SID20152812,Sem_8,81.0,99.0,65.0,65.0,68.0,70.0,24.0,67.42857143,472,IDEPT1836,Educational Technology
SID20153522,Sem_1,79.0,40.0,95.0,59.0,51.0,53.0,54.0,61.57142857,431,IDEPT1836,Educational Technology
SID20153522,Sem_2,80.0,89.0,86.0,84.0,83.0,80.0,50.0,78.85714286,552,IDEPT1836,Educational Technology
SID20153522,Sem_3,48.0,76.0,95.0,77.0,87.0,79.0,94.0,79.42857143,556,IDEPT1836,Educational Technology
SID20153522,Sem_4,62.0,44.0,81.0,40.0,66.0,67.0,55.0,59.28571429,415,IDEPT1836,Educational Technology
SID20153522,Sem_5,92.0,74.0,77.0,86.0,89.0,99.0,40.0,79.57142857,557,IDEPT1836,Educational Technology
SID20153522,Sem_6,70.0,91.0,47.0,66.0,60.0,79.0,90.0,71.85714286,503,IDEPT1836,Educational Technology
SID20153522,Sem_7,66.0,52.0,99.0,47.0,98.0,72.0,72.0,72.28571429,506,IDEPT1836,Educational Technology
SID20153522,Sem_8,54.0,73.0,72.0,87.0,71.0,46.0,71.0,67.71428571,474,IDEPT1836,Educational Technology
SID20153772,Sem_1,88.0,80.0,88.0,57.0,97.0,42.0,69.0,74.42857143,521,IDEPT1836,Educational Technology
SID20153772,Sem_2,82.0,54.0,99.0,90.0,61.0,51.0,50.0,69.57142857,487,IDEPT1836,Educational Technology
SID20153772,Sem_3,42.0,91.0,79.0,61.0,48.0,43.0,86.0,64.28571429,450,IDEPT1836,Educational Technology
SID20153772,Sem_4,88.0,41.0,59.0,72.0,61.0,47.0,67.0,62.14285714,435,IDEPT1836,Educational Technology
SID20153772,Sem_5,71.0,59.0,66.0,64.0,58.0,63.0,54.0,62.14285714,435,IDEPT1836,Educational Technology
SID20153772,Sem_6,86.0,71.0,83.0,53.0,85.0,48.0,61.0,69.57142857,487,IDEPT1836,Educational Technology
SID20153772,Sem_7,92.0,61.0,,70.0,82.0,62.0,49.0,69.33333333,416,IDEPT1836,Educational Technology
SID20153772,Sem_8,47.0,84.0,75.0,59.0,84.0,85.0,50.0,69.14285714,484,IDEPT1836,Educational Technology
SID20154135,Sem_1,71.0,76.0,67.0,48.0,97.0,59.0,92.0,72.85714286,510,IDEPT1836,Educational Technology
SID20154135,Sem_2,94.0,54.0,94.0,42.0,97.0,70.0,75.0,75.14285714,526,IDEPT1836,Educational Technology
SID20154135,Sem_3,45.0,88.0,69.0,45.0,45.0,91.0,57.0,62.85714286,440,IDEPT1836,Educational Technology
SID20154135,Sem_4,83.0,56.0,72.0,40.0,89.0,77.0,84.0,71.57142857,501,IDEPT1836,Educational Technology
SID20154135,Sem_5,97.0,61.0,71.0,91.0,92.0,50.0,92.0,79.14285714,554,IDEPT1836,Educational Technology
SID20154135,Sem_6,46.0,43.0,42.0,59.0,78.0,86.0,99.0,64.71428571,453,IDEPT1836,Educational Technology
SID20154135,Sem_7,77.0,79.0,80.0,69.0,75.0,49.0,92.0,74.42857143,521,IDEPT1836,Educational Technology
SID20154135,Sem_8,66.0,67.0,81.0,55.0,66.0,57.0,70.0,66.0,462,IDEPT1836,Educational Technology
SID20154393,Sem_1,60.0,52.0,43.0,88.0,52.0,53.0,66.0,59.14285714,414,IDEPT1836,Educational Technology
SID20154393,Sem_2,68.0,60.0,55.0,67.0,90.0,88.0,89.0,73.85714286,517,IDEPT1836,Educational Technology
SID20154393,Sem_3,54.0,80.0,80.0,52.0,41.0,53.0,68.0,61.14285714,428,IDEPT1836,Educational Technology
SID20154393,Sem_4,52.0,70.0,96.0,79.0,90.0,77.0,93.0,79.57142857,557,IDEPT1836,Educational Technology
SID20154393,Sem_5,56.0,67.0,72.0,46.0,58.0,41.0,91.0,61.57142857,431,IDEPT1836,Educational Technology
SID20154393,Sem_6,68.0,100.0,52.0,52.0,90.0,88.0,65.0,73.57142857,515,IDEPT1836,Educational Technology
SID20154393,Sem_7,75.0,66.0,67.0,44.0,96.0,81.0,53.0,68.85714286,482,IDEPT1836,Educational Technology
SID20154393,Sem_8,46.0,64.0,64.0,64.0,58.0,55.0,75.0,60.85714286,426,IDEPT1836,Educational Technology
SID20154557,Sem_1,55.0,80.0,47.0,47.0,97.0,92.0,90.0,72.57142857,508,IDEPT1836,Educational Technology
SID20154557,Sem_2,72.0,49.0,82.0,98.0,40.0,41.0,46.0,61.14285714,428,IDEPT1836,Educational Technology
SID20154557,Sem_3,66.0,56.0,81.0,87.0,51.0,92.0,61.0,70.57142857,494,IDEPT1836,Educational Technology
SID20154557,Sem_4,54.0,48.0,69.0,84.0,45.0,54.0,60.0,59.14285714,414,IDEPT1836,Educational Technology
SID20154557,Sem_5,65.0,80.0,44.0,47.0,58.0,61.0,63.0,59.71428571,418,IDEPT1836,Educational Technology
SID20154557,Sem_6,68.0,71.0,60.0,42.0,63.0,77.0,73.0,64.85714286,454,IDEPT1836,Educational Technology
SID20154557,Sem_7,41.0,69.0,65.0,81.0,72.0,91.0,48.0,66.71428571,467,IDEPT1836,Educational Technology
SID20154557,Sem_8,79.0,82.0,97.0,50.0,74.0,62.0,43.0,69.57142857,487,IDEPT1836,Educational Technology
SID20154604,Sem_1,93.0,85.0,70.0,56.0,81.0,48.0,90.0,74.71428571,523,IDEPT1836,Educational Technology
SID20154604,Sem_2,61.0,74.0,47.0,43.0,59.0,97.0,100.0,68.71428571,481,IDEPT1836,Educational Technology
SID20154604,Sem_3,93.0,85.0,64.0,47.0,45.0,98.0,89.0,74.42857143,521,IDEPT1836,Educational Technology
SID20154604,Sem_4,82.0,51.0,50.0,73.0,46.0,66.0,63.0,61.57142857,431,IDEPT1836,Educational Technology
SID20154604,Sem_5,72.0,46.0,66.0,59.0,73.0,59.0,44.0,59.85714286,419,IDEPT1836,Educational Technology
SID20154604,Sem_6,47.0,68.0,88.0,48.0,52.0,67.0,81.0,64.42857143,451,IDEPT1836,Educational Technology
SID20154604,Sem_7,93.0,49.0,85.0,55.0,70.0,96.0,48.0,70.85714286,496,IDEPT1836,Educational Technology
SID20154604,Sem_8,97.0,99.0,96.0,79.0,84.0,80.0,66.0,85.85714286,601,IDEPT1836,Educational Technology
SID20154633,Sem_1,43.0,66.0,55.0,87.0,69.0,96.0,99.0,73.57142857,515,IDEPT1836,Educational Technology
SID20154633,Sem_2,62.0,97.0,96.0,56.0,99.0,88.0,46.0,77.71428571,544,IDEPT1836,Educational Technology
SID20154633,Sem_3,65.0,65.0,88.0,53.0,66.0,70.0,55.0,66.0,462,IDEPT1836,Educational Technology
SID20154633,Sem_4,72.0,44.0,49.0,,44.0,71.0,61.0,56.83333333,341,IDEPT1836,Educational Technology
SID20154633,Sem_5,70.0,56.0,,94.0,45.0,61.0,65.0,65.16666667,391,IDEPT1836,Educational Technology
SID20154633,Sem_6,62.0,48.0,65.0,97.0,52.0,86.0,61.0,67.28571429,471,IDEPT1836,Educational Technology
SID20154633,Sem_7,74.0,99.0,62.0,59.0,68.0,57.0,53.0,67.42857143,472,IDEPT1836,Educational Technology
SID20154633,Sem_8,68.0,89.0,90.0,58.0,76.0,67.0,63.0,73.0,511,IDEPT1836,Educational Technology
SID20154655,Sem_1,58.0,54.0,74.0,73.0,75.0,47.0,80.0,65.85714286,461,IDEPT1836,Educational Technology
SID20154655,Sem_2,95.0,95.0,88.0,68.0,55.0,60.0,46.0,72.42857143,507,IDEPT1836,Educational Technology
SID20154655,Sem_3,40.0,79.0,47.0,59.0,52.0,63.0,80.0,60.0,420,IDEPT1836,Educational Technology
SID20154655,Sem_4,73.0,42.0,88.0,91.0,77.0,83.0,45.0,71.28571429,499,IDEPT1836,Educational Technology
SID20154655,Sem_5,61.0,51.0,54.0,53.0,43.0,86.0,29.0,53.85714286,377,IDEPT1836,Educational Technology
SID20154655,Sem_6,70.0,56.0,96.0,81.0,85.0,44.0,50.0,68.85714286,482,IDEPT1836,Educational Technology
SID20154655,Sem_7,92.0,56.0,86.0,62.0,47.0,79.0,74.0,70.85714286,496,IDEPT1836,Educational Technology
SID20154655,Sem_8,68.0,40.0,90.0,90.0,54.0,71.0,51.0,66.28571429,464,IDEPT1836,Educational Technology
SID20155078,Sem_1,73.0,81.0,54.0,45.0,57.0,94.0,70.0,67.71428571,474,IDEPT1836,Educational Technology
SID20155078,Sem_2,75.0,88.0,51.0,54.0,95.0,43.0,51.0,65.28571429,457,IDEPT1836,Educational Technology
SID20155078,Sem_3,77.0,66.0,40.0,46.0,61.0,79.0,40.0,58.42857143,409,IDEPT1836,Educational Technology
SID20155078,Sem_4,100.0,95.0,53.0,98.0,75.0,56.0,74.0,78.71428571,551,IDEPT1836,Educational Technology
SID20155078,Sem_5,86.0,64.0,59.0,61.0,74.0,53.0,81.0,68.28571429,478,IDEPT1836,Educational Technology
SID20155078,Sem_6,28.0,91.0,44.0,60.0,72.0,72.0,68.0,62.14285714,435,IDEPT1836,Educational Technology
SID20155078,Sem_7,92.0,65.0,49.0,86.0,95.0,67.0,,75.66666667,454,IDEPT1836,Educational Technology
SID20155078,Sem_8,73.0,80.0,65.0,89.0,71.0,59.0,75.0,73.14285714,512,IDEPT1836,Educational Technology
SID20156109,Sem_1,74.0,94.0,57.0,73.0,54.0,70.0,85.0,72.42857143,507,IDEPT1836,Educational Technology
SID20156109,Sem_2,84.0,,66.0,95.0,60.0,80.0,70.0,75.83333333,455,IDEPT1836,Educational Technology
SID20156109,Sem_3,60.0,49.0,48.0,96.0,60.0,49.0,64.0,60.85714286,426,IDEPT1836,Educational Technology
SID20156109,Sem_4,85.0,41.0,41.0,89.0,85.0,98.0,100.0,77.0,539,IDEPT1836,Educational Technology
SID20156109,Sem_5,96.0,42.0,81.0,75.0,59.0,78.0,47.0,68.28571429,478,IDEPT1836,Educational Technology
SID20156109,Sem_6,25.0,73.0,78.0,97.0,95.0,83.0,74.0,75.0,525,IDEPT1836,Educational Technology
SID20156109,Sem_7,57.0,48.0,53.0,95.0,97.0,52.0,41.0,63.28571429,443,IDEPT1836,Educational Technology
SID20156109,Sem_8,51.0,58.0,59.0,81.0,83.0,99.0,74.0,72.14285714,505,IDEPT1836,Educational Technology
SID20156260,Sem_1,78.0,96.0,87.0,93.0,77.0,76.0,76.0,83.28571429,583,IDEPT1836,Educational Technology
SID20156260,Sem_2,81.0,91.0,94.0,60.0,53.0,52.0,66.0,71.0,497,IDEPT1836,Educational Technology
SID20156260,Sem_3,85.0,51.0,49.0,53.0,93.0,41.0,70.0,63.14285714,442,IDEPT1836,Educational Technology
SID20156260,Sem_4,99.0,82.0,91.0,52.0,60.0,97.0,96.0,82.42857143,577,IDEPT1836,Educational Technology
SID20156260,Sem_5,70.0,51.0,80.0,67.0,71.0,82.0,60.0,68.71428571,481,IDEPT1836,Educational Technology
SID20156260,Sem_6,57.0,95.0,89.0,89.0,84.0,71.0,46.0,75.85714286,531,IDEPT1836,Educational Technology
SID20156260,Sem_7,42.0,90.0,58.0,92.0,41.0,70.0,92.0,69.28571429,485,IDEPT1836,Educational Technology
SID20156260,Sem_8,61.0,67.0,86.0,44.0,54.0,85.0,71.0,66.85714286,468,IDEPT1836,Educational Technology
SID20156372,Sem_1,89.0,58.0,86.0,40.0,77.0,83.0,47.0,68.57142857,480,IDEPT1836,Educational Technology
SID20156372,Sem_1,89.0,58.0,86.0,40.0,77.0,83.0,47.0,68.57142857,480,IDEPT1836,Educational Technology
SID20156372,Sem_2,59.0,66.0,49.0,79.0,91.0,66.0,46.0,65.14285714,456,IDEPT1836,Educational Technology
SID20156372,Sem_2,59.0,66.0,49.0,79.0,91.0,66.0,46.0,65.14285714,456,IDEPT1836,Educational Technology
SID20156372,Sem_3,62.0,69.0,80.0,46.0,59.0,69.0,81.0,66.57142857,466,IDEPT1836,Educational Technology
SID20156372,Sem_3,62.0,69.0,80.0,46.0,59.0,69.0,81.0,66.57142857,466,IDEPT1836,Educational Technology
SID20156372,Sem_4,80.0,79.0,61.0,53.0,66.0,85.0,77.0,71.57142857,501,IDEPT1836,Educational Technology
SID20156372,Sem_4,80.0,79.0,61.0,53.0,66.0,85.0,77.0,71.57142857,501,IDEPT1836,Educational Technology
SID20156372,Sem_5,46.0,57.0,55.0,49.0,77.0,73.0,72.0,61.28571429,429,IDEPT1836,Educational Technology
SID20156372,Sem_5,46.0,57.0,55.0,49.0,77.0,73.0,72.0,61.28571429,429,IDEPT1836,Educational Technology
SID20156372,Sem_6,91.0,64.0,85.0,88.0,72.0,50.0,81.0,75.85714286,531,IDEPT1836,Educational Technology
SID20156372,Sem_6,91.0,64.0,85.0,88.0,72.0,50.0,81.0,75.85714286,531,IDEPT1836,Educational Technology
SID20156372,Sem_7,97.0,55.0,45.0,83.0,84.0,53.0,69.0,69.42857143,486,IDEPT1836,Educational Technology
SID20156372,Sem_7,97.0,55.0,45.0,83.0,84.0,53.0,69.0,69.42857143,486,IDEPT1836,Educational Technology
SID20156372,Sem_8,20.0,52.0,68.0,60.0,78.0,89.0,60.0,61.0,427,IDEPT1836,Educational Technology
SID20156372,Sem_8,20.0,52.0,68.0,60.0,78.0,89.0,60.0,61.0,427,IDEPT1836,Educational Technology
SID20156978,Sem_1,78.0,95.0,58.0,40.0,99.0,61.0,51.0,68.85714286,482,IDEPT1836,Educational Technology
SID20156978,Sem_1,78.0,95.0,58.0,40.0,99.0,61.0,51.0,68.85714286,482,IDEPT1836,Educational Technology
SID20156978,Sem_2,55.0,52.0,66.0,72.0,72.0,70.0,73.0,65.71428571,460,IDEPT1836,Educational Technology
SID20156978,Sem_2,55.0,52.0,66.0,72.0,72.0,70.0,73.0,65.71428571,460,IDEPT1836,Educational Technology
SID20156978,Sem_3,94.0,58.0,91.0,81.0,79.0,77.0,93.0,81.85714286,573,IDEPT1836,Educational Technology
SID20156978,Sem_3,94.0,58.0,91.0,81.0,79.0,77.0,93.0,81.85714286,573,IDEPT1836,Educational Technology
SID20156978,Sem_4,65.0,77.0,80.0,95.0,47.0,95.0,56.0,73.57142857,515,IDEPT1836,Educational Technology
SID20156978,Sem_4,65.0,77.0,80.0,95.0,47.0,95.0,56.0,73.57142857,515,IDEPT1836,Educational Technology
SID20156978,Sem_5,72.0,75.0,61.0,72.0,61.0,94.0,47.0,68.85714286,482,IDEPT1836,Educational Technology
SID20156978,Sem_5,72.0,75.0,61.0,72.0,61.0,94.0,47.0,68.85714286,482,IDEPT1836,Educational Technology
SID20156978,Sem_6,82.0,24.0,68.0,55.0,,41.0,42.0,52.0,312,IDEPT1836,Educational Technology
SID20156978,Sem_6,82.0,24.0,68.0,55.0,,41.0,42.0,52.0,312,IDEPT1836,Educational Technology
SID20156978,Sem_7,53.0,91.0,77.0,89.0,81.0,40.0,41.0,67.42857143,472,IDEPT1836,Educational Technology
SID20156978,Sem_7,53.0,91.0,77.0,89.0,81.0,40.0,41.0,67.42857143,472,IDEPT1836,Educational Technology
SID20156978,Sem_8,65.0,53.0,52.0,42.0,56.0,68.0,76.0,58.85714286,412,IDEPT1836,Educational Technology
SID20156978,Sem_8,65.0,53.0,52.0,42.0,56.0,68.0,76.0,58.85714286,412,IDEPT1836,Educational Technology
SID20157271,Sem_1,47.0,90.0,52.0,84.0,45.0,,83.0,66.83333333,401,IDEPT1836,Educational Technology
SID20157271,Sem_2,86.0,94.0,69.0,72.0,92.0,85.0,83.0,83.0,581,IDEPT1836,Educational Technology
SID20157271,Sem_3,74.0,57.0,70.0,40.0,44.0,94.0,65.0,63.42857143,444,IDEPT1836,Educational Technology
SID20157271,Sem_4,70.0,57.0,69.0,59.0,74.0,100.0,54.0,69.0,483,IDEPT1836,Educational Technology
SID20157271,Sem_5,79.0,61.0,99.0,91.0,100.0,70.0,89.0,84.14285714,589,IDEPT1836,Educational Technology
SID20157271,Sem_6,55.0,,,68.0,,100.0,56.0,69.75,279,IDEPT1836,Educational Technology
SID20157271,Sem_7,53.0,66.0,97.0,64.0,73.0,85.0,96.0,76.28571429,534,IDEPT1836,Educational Technology
SID20157271,Sem_8,79.0,76.0,55.0,92.0,53.0,51.0,53.0,65.57142857,459,IDEPT1836,Educational Technology
SID20157709,Sem_1,48.0,60.0,97.0,62.0,44.0,76.0,58.0,63.57142857,445,IDEPT1836,Educational Technology
SID20157709,Sem_2,89.0,40.0,58.0,47.0,56.0,82.0,87.0,65.57142857,459,IDEPT1836,Educational Technology
SID20157709,Sem_3,70.0,94.0,64.0,42.0,93.0,87.0,92.0,77.42857143,542,IDEPT1836,Educational Technology
SID20157709,Sem_4,45.0,62.0,86.0,86.0,50.0,42.0,59.0,61.42857143,430,IDEPT1836,Educational Technology
SID20157709,Sem_5,76.0,74.0,92.0,70.0,96.0,80.0,95.0,83.28571429,583,IDEPT1836,Educational Technology
SID20157709,Sem_6,,91.0,98.0,99.0,93.0,80.0,45.0,84.33333333,506,IDEPT1836,Educational Technology
SID20157709,Sem_7,78.0,82.0,93.0,76.0,61.0,43.0,,72.16666667,433,IDEPT1836,Educational Technology
SID20157709,Sem_8,,79.0,51.0,93.0,50.0,57.0,86.0,69.33333333,416,IDEPT1836,Educational Technology
SID20158478,Sem_1,61.0,76.0,52.0,93.0,56.0,43.0,93.0,67.71428571,474,IDEPT1836,Educational Technology
SID20158478,Sem_2,79.0,97.0,53.0,54.0,42.0,82.0,48.0,65.0,455,IDEPT1836,Educational Technology
SID20158478,Sem_3,86.0,58.0,27.0,77.0,61.0,46.0,77.0,61.71428571,432,IDEPT1836,Educational Technology
SID20158478,Sem_4,99.0,91.0,68.0,49.0,67.0,72.0,41.0,69.57142857,487,IDEPT1836,Educational Technology
SID20158478,Sem_5,90.0,67.0,95.0,94.0,58.0,72.0,97.0,81.85714286,573,IDEPT1836,Educational Technology
SID20158478,Sem_6,57.0,90.0,76.0,42.0,40.0,85.0,77.0,66.71428571,467,IDEPT1836,Educational Technology
SID20158478,Sem_7,44.0,73.0,60.0,62.0,85.0,40.0,47.0,58.71428571,411,IDEPT1836,Educational Technology
SID20158478,Sem_8,60.0,75.0,49.0,69.0,47.0,69.0,27.0,56.57142857,396,IDEPT1836,Educational Technology
SID20159098,Sem_1,56.0,54.0,95.0,59.0,89.0,70.0,56.0,68.42857143,479,IDEPT1836,Educational Technology
SID20159098,Sem_2,89.0,66.0,75.0,42.0,97.0,41.0,41.0,64.42857143,451,IDEPT1836,Educational Technology
SID20159098,Sem_3,76.0,57.0,89.0,69.0,81.0,45.0,64.0,68.71428571,481,IDEPT1836,Educational Technology
SID20159098,Sem_4,66.0,43.0,93.0,52.0,82.0,52.0,64.0,64.57142857,452,IDEPT1836,Educational Technology
SID20159098,Sem_5,89.0,67.0,46.0,70.0,93.0,90.0,95.0,78.57142857,550,IDEPT1836,Educational Technology
SID20159098,Sem_6,65.0,58.0,51.0,59.0,55.0,47.0,75.0,58.57142857,410,IDEPT1836,Educational Technology
SID20159098,Sem_7,59.0,40.0,56.0,70.0,78.0,54.0,47.0,57.71428571,404,IDEPT1836,Educational Technology
SID20159098,Sem_8,100.0,53.0,,87.0,64.0,90.0,77.0,78.5,471,IDEPT1836,Educational Technology
SID20159556,Sem_1,53.0,72.0,61.0,77.0,56.0,94.0,72.0,69.28571429,485,IDEPT1836,Educational Technology
SID20159556,Sem_2,87.0,60.0,85.0,96.0,73.0,80.0,96.0,82.42857143,577,IDEPT1836,Educational Technology
SID20159556,Sem_3,84.0,100.0,69.0,65.0,82.0,92.0,68.0,80.0,560,IDEPT1836,Educational Technology
SID20159556,Sem_4,57.0,77.0,53.0,73.0,83.0,70.0,65.0,68.28571429,478,IDEPT1836,Educational Technology
SID20159556,Sem_5,93.0,47.0,53.0,51.0,90.0,87.0,91.0,73.14285714,512,IDEPT1836,Educational Technology
SID20159556,Sem_6,46.0,68.0,72.0,81.0,97.0,61.0,45.0,67.14285714,470,IDEPT1836,Educational Technology
SID20159556,Sem_7,58.0,45.0,40.0,70.0,42.0,83.0,66.0,57.71428571,404,IDEPT1836,Educational Technology
SID20159556,Sem_8,95.0,72.0,94.0,63.0,72.0,64.0,47.0,72.42857143,507,IDEPT1836,Educational Technology
SID20159950,Sem_1,72.0,92.0,63.0,58.0,45.0,56.0,82.0,66.85714286,468,IDEPT1836,Educational Technology
SID20159950,Sem_2,63.0,86.0,41.0,56.0,50.0,48.0,50.0,56.28571429,394,IDEPT1836,Educational Technology
SID20159950,Sem_3,71.0,62.0,50.0,93.0,59.0,87.0,87.0,72.71428571,509,IDEPT1836,Educational Technology
SID20159950,Sem_4,41.0,89.0,42.0,61.0,88.0,72.0,47.0,62.85714286,440,IDEPT1836,Educational Technology
SID20159950,Sem_5,97.0,42.0,62.0,78.0,60.0,45.0,76.0,65.71428571,460,IDEPT1836,Educational Technology
SID20159950,Sem_6,84.0,51.0,67.0,40.0,85.0,65.0,70.0,66.0,462,IDEPT1836,Educational Technology
SID20159950,Sem_7,99.0,87.0,61.0,45.0,73.0,80.0,69.0,73.42857143,514,IDEPT1836,Educational Technology
SID20159950,Sem_8,87.0,92.0,90.0,79.0,87.0,59.0,78.0,81.71428571,572,IDEPT1836,Educational Technology
SID20161987,Sem_1,83.0,67.0,74.0,93.0,41.0,74.0,43.0,67.85714286,475,IDEPT1836,Educational Technology
SID20161987,Sem_2,53.0,53.0,77.0,77.0,71.0,59.0,75.0,66.42857143,465,IDEPT1836,Educational Technology
SID20161987,Sem_3,85.0,94.0,73.0,61.0,72.0,44.0,55.0,69.14285714,484,IDEPT1836,Educational Technology
SID20161987,Sem_4,53.0,50.0,73.0,42.0,64.0,62.0,88.0,61.71428571,432,IDEPT1836,Educational Technology
SID20161987,Sem_5,77.0,99.0,80.0,97.0,68.0,75.0,40.0,76.57142857,536,IDEPT1836,Educational Technology
SID20161987,Sem_6,89.0,54.0,58.0,85.0,53.0,59.0,94.0,70.28571429,492,IDEPT1836,Educational Technology
SID20161987,Sem_7,73.0,55.0,59.0,83.0,68.0,66.0,71.0,67.85714286,475,IDEPT1836,Educational Technology
SID20161987,Sem_8,100.0,95.0,83.0,64.0,82.0,63.0,98.0,83.57142857,585,IDEPT1836,Educational Technology
SID20162004,Sem_1,53.0,83.0,64.0,57.0,66.0,53.0,98.0,67.71428571,474,IDEPT1836,Educational Technology
SID20162004,Sem_2,48.0,84.0,97.0,82.0,78.0,42.0,46.0,68.14285714,477,IDEPT1836,Educational Technology
SID20162004,Sem_3,87.0,75.0,80.0,57.0,58.0,74.0,98.0,75.57142857,529,IDEPT1836,Educational Technology
SID20162004,Sem_4,43.0,41.0,81.0,24.0,44.0,69.0,53.0,50.71428571,355,IDEPT1836,Educational Technology
SID20162004,Sem_5,41.0,89.0,59.0,81.0,68.0,67.0,52.0,65.28571429,457,IDEPT1836,Educational Technology
SID20162004,Sem_6,61.0,65.0,40.0,89.0,81.0,66.0,60.0,66.0,462,IDEPT1836,Educational Technology
SID20162004,Sem_7,44.0,47.0,66.0,,41.0,73.0,42.0,52.16666667,313,IDEPT1836,Educational Technology
SID20162004,Sem_8,45.0,88.0,49.0,46.0,70.0,54.0,91.0,63.28571429,443,IDEPT1836,Educational Technology
SID20162125,Sem_1,85.0,73.0,77.0,48.0,40.0,76.0,66.0,66.42857143,465,IDEPT1836,Educational Technology
SID20162125,Sem_2,82.0,65.0,92.0,58.0,62.0,69.0,74.0,71.71428571,502,IDEPT1836,Educational Technology
SID20162125,Sem_3,87.0,53.0,83.0,65.0,70.0,88.0,90.0,76.57142857,536,IDEPT1836,Educational Technology
SID20162125,Sem_4,95.0,60.0,68.0,72.0,85.0,70.0,97.0,78.14285714,547,IDEPT1836,Educational Technology
SID20162125,Sem_5,61.0,60.0,83.0,42.0,63.0,99.0,67.0,67.85714286,475,IDEPT1836,Educational Technology
SID20162125,Sem_6,55.0,86.0,44.0,44.0,55.0,83.0,75.0,63.14285714,442,IDEPT1836,Educational Technology
SID20162125,Sem_7,51.0,67.0,59.0,72.0,76.0,49.0,83.0,65.28571429,457,IDEPT1836,Educational Technology
SID20162125,Sem_8,80.0,87.0,57.0,19.0,82.0,64.0,23.0,58.85714286,412,IDEPT1836,Educational Technology
SID20163082,Sem_1,60.0,62.0,48.0,54.0,82.0,51.0,80.0,62.42857143,437,IDEPT1836,Educational Technology
SID20163082,Sem_2,82.0,91.0,47.0,65.0,95.0,61.0,64.0,72.14285714,505,IDEPT1836,Educational Technology
SID20163082,Sem_3,51.0,64.0,45.0,51.0,92.0,40.0,92.0,62.14285714,435,IDEPT1836,Educational Technology
SID20163082,Sem_4,72.0,88.0,95.0,91.0,79.0,74.0,68.0,81.0,567,IDEPT1836,Educational Technology
SID20163082,Sem_5,75.0,41.0,59.0,45.0,65.0,68.0,50.0,57.57142857,403,IDEPT1836,Educational Technology
SID20163082,Sem_6,55.0,85.0,,94.0,70.0,74.0,70.0,74.66666667,448,IDEPT1836,Educational Technology
SID20163082,Sem_7,45.0,61.0,93.0,100.0,82.0,97.0,46.0,74.85714286,524,IDEPT1836,Educational Technology
SID20163082,Sem_8,,56.0,80.0,87.0,84.0,60.0,78.0,74.16666667,445,IDEPT1836,Educational Technology
SID20163157,Sem_1,53.0,90.0,94.0,61.0,68.0,86.0,65.0,73.85714286,517,IDEPT1836,Educational Technology
SID20163157,Sem_2,46.0,,46.0,81.0,55.0,61.0,72.0,60.16666667,361,IDEPT1836,Educational Technology
