,Sem_1,Sem_2,Sem_3,Sem_4,Sem_5,Sem_6,Sem_7,Sem_8
1027,77.14285714,68.42857143,72.57142857,66.42857143,71.71428571,77.28571429,72.42857143,53.28571429
1028,68.0,68.0,62.71428571,62.71428571,74.85714286,74.85714286,80.57142857,80.57142857
1029,70.42857143,70.42857143,76.0,76.0,62.71428571,62.71428571,73.14285714,73.14285714
1030,72.42857143,65.57142857,64.28571429,66.42857143,59.0,81.0,62.42857143,65.14285714
1031,63.42857143,63.0,65.42857143,72.28571429,67.57142857,72.28571429,64.42857143,60.14285714
1032,66.85714286,63.33333333,71.2,70.28571429,82.71428571,64.85714286,61.5,77.57142857
1033,62.28571429,72.42857143,56.42857143,67.28571429,62.14285714,68.57142857,72.57142857,58.57142857
1034,73.85714286,71.14285714,79.16666667,73.71428571,72.42857143,58.85714286,76.42857143,68.57142857
1035,61.71428571,73.42857143,70.0,62.85714286,60.28571429,65.14285714,63.57142857,65.14285714
1036,71.42857143,65.0,81.85714286,68.85714286,69.14285714,73.57142857,66.71428571,64.0
1037,66.57142857,71.5,60.57142857,67.28571429,74.42857143,73.42857143,76.16666667,64.14285714
1038,55.33333333,73.28571429,63.5,63.14285714,67.71428571,65.0,69.42857143,70.57142857
1039,75.42857143,71.0,74.28571429,70.71428571,61.57142857,66.14285714,67.5,71.42857143
1040,74.14285714,57.0,73.0,65.57142857,63.28571429,70.42857143,71.42857143,77.5
1041,77.0,70.14285714,76.16666667,58.57142857,78.14285714,61.85714286,67.0,64.71428571
1042,70.5,75.85714286,78.28571429,69.0,82.42857143,67.57142857,62.42857143,65.57142857
1043,67.85714286,71.0,70.57142857,73.83333333,67.0,67.0,63.28571429,55.57142857
1044,81.57142857,78.57142857,67.42857143,67.71428571,70.57142857,57.14285714,65.85714286,70.57142857
1045,50.66666667,76.28571429,61.8,81.42857143,69.42857143,75.85714286,68.85714286,78.42857143
1046,72.42857143,81.28571429,61.42857143,75.57142857,63.8,68.28571429,74.85714286,72.57142857
1047,65.0,73.42857143,72.71428571,68.85714286,49.0,52.42857143,61.28571429,65.14285714
1048,60.85714286,70.85714286,60.66666667,67.71428571,48.14285714,61.0,70.57142857,68.14285714
1049,75.28571429,66.14285714,66.0,75.28571429,64.85714286,70.33333333,68.14285714,67.42857143
1050,78.28571429,62.14285714,66.5,63.14285714,60.14285714,73.42857143,70.71428571,62.57142857
1051,65.66666667,68.14285714,79.57142857,55.57142857,79.0,72.42857143,68.14285714,66.71428571
1052,72.85714286,69.85714286,80.0,70.0,72.14285714,69.28571429,67.42857143,58.85714286
1053,53.71428571,73.16666667,63.71428571,65.0,63.42857143,65.57142857,63.71428571,74.57142857
1054,60.14285714,74.0,62.66666667,79.85714286,56.85714286,66.85714286,63.42857143,65.71428571
1055,74.57142857,69.0,68.16666667,64.28571429,58.71428571,74.71428571,86.0,70.28571429
1056,77.85714286,65.14285714,79.85714286,74.5,71.14285714,69.66666667,70.0,68.16666667
1057,70.0,75.42857143,71.0,71.57142857,72.14285714,74.57142857,59.42857143,66.0
1058,69.28571429,72.71428571,83.42857143,71.28571429,71.71428571,66.85714286,71.28571429,69.85714286
1059,67.85714286,58.14285714,75.71428571,76.57142857,66.28571429,72.71428571,54.71428571,61.28571429
1060,68.5,59.28571429,79.42857143,65.42857143,66.83333333,68.57142857,71.71428571,65.71428571
1061,72.42857143,66.28571429,67.71428571,81.28571429,57.83333333,63.57142857,60.0,72.28571429
1062,57.71428571,67.85714286,66.71428571,70.28571429,69.85714286,66.71428571,68.28571429,62.28571429
1063,84.14285714,73.33333333,80.16666667,61.85714286,69.71428571,68.28571429,68.85714286,75.28571429
1064,65.5,70.5,58.85714286,68.42857143,75.85714286,68.14285714,66.57142857,74.57142857
1065,72.42857143,72.14285714,73.71428571,71.28571429,66.5,65.85714286,49.85714286,60.42857143
1066,74.71428571,74.71428571,59.71428571,59.71428571,65.57142857,65.57142857,74.57142857,74.57142857
1067,63.33333333,63.33333333,73.57142857,73.57142857,53.42857143,53.42857143,63.71428571,63.71428571
1068,83.14285714,52.28571429,75.71428571,69.14285714,66.0,66.28571429,55.57142857,62.57142857
1069,71.42857143,68.57142857,73.85714286,59.71428571,78.14285714,68.14285714,73.42857143,63.71428571
1070,65.85714286,59.57142857,68.0,67.66666667,70.42857143,66.5,65.71428571,69.71428571
1071,79.6,67.28571429,71.85714286,67.16666667,64.66666667,78.85714286,63.57142857,70.14285714
1072,88.0,68.14285714,62.0,81.71428571,74.85714286,59.14285714,60.0,65.0
1073,72.14285714,65.42857143,75.0,75.42857143,65.71428571,59.42857143,75.85714286,64.0
1074,72.57142857,73.85714286,75.0,82.0,68.66666667,62.0,73.16666667,71.14285714
1075,70.0,71.0,66.57142857,74.71428571,55.14285714,65.85714286,55.0,71.42857143
1076,76.28571429,66.28571429,61.28571429,64.57142857,71.0,70.71428571,62.42857143,72.0
1077,73.28571429,46.57142857,60.0,71.42857143,67.0,65.14285714,60.14285714,80.57142857
1078,60.57142857,71.57142857,75.42857143,75.71428571,63.14285714,81.71428571,76.71428571,61.85714286
1079,67.14285714,72.71428571,51.57142857,77.57142857,53.42857143,72.57142857,77.42857143,68.71428571
1080,53.42857143,63.5,65.42857143,59.57142857,69.42857143,64.57142857,70.42857143,65.57142857
1081,79.57142857,64.2,65.14285714,75.75,64.28571429,78.33333333,60.85714286,65.85714286
1082,69.57142857,63.5,62.85714286,72.42857143,69.57142857,72.71428571,76.71428571,65.57142857
1083,64.71428571,76.42857143,76.66666667,68.14285714,60.57142857,69.14285714,70.0,66.0
1084,61.33333333,64.57142857,52.71428571,60.5,69.85714286,69.28571429,64.66666667,78.28571429
1085,75.42857143,67.57142857,60.42857143,75.57142857,63.71428571,67.42857143,72.57142857,65.71428571
1086,65.71428571,72.57142857,78.0,71.28571429,77.42857143,62.33333333,57.28571429,71.28571429
1087,62.14285714,62.14285714,73.16666667,73.16666667,82.28571429,82.28571429,70.71428571,70.71428571
1088,70.57142857,70.57142857,73.85714286,73.85714286,69.14285714,69.14285714,69.0,69.0
1089,75.0,75.0,60.85714286,60.85714286,63.14285714,63.14285714,77.28571429,77.28571429
1090,65.0,65.0,61.85714286,61.85714286,73.0,73.0,63.14285714,63.14285714
1091,67.16666667,61.42857143,76.57142857,73.83333333,62.71428571,60.14285714,64.57142857,75.28571429
1092,68.85714286,58.85714286,77.14285714,54.42857143,66.71428571,76.85714286,76.42857143,65.85714286
1093,58.71428571,75.0,57.83333333,67.28571429,66.85714286,65.33333333,79.57142857,61.0
1094,74.0,64.0,69.33333333,70.0,65.0,74.14285714,67.57142857,70.66666667
1095,55.0,71.71428571,64.83333333,61.0,71.14285714,79.0,67.0,49.85714286
1096,68.14285714,70.71428571,71.57142857,79.71428571,61.14285714,59.28571429,68.0,74.28571429
1097,68.28571429,56.28571429,67.14285714,76.28571429,67.28571429,64.28571429,73.0,77.42857143
1098,59.14285714,65.42857143,67.57142857,70.14285714,76.28571429,71.57142857,73.85714286,74.57142857
1099,77.0,77.28571429,77.71428571,60.57142857,61.42857143,73.5,54.85714286,79.57142857
1100,63.71428571,72.14285714,78.0,72.85714286,82.85714286,63.0,84.57142857,80.57142857
1101,82.85714286,72.28571429,67.42857143,55.42857143,64.57142857,77.71428571,72.85714286,76.85714286
1102,72.16666667,82.71428571,68.0,76.42857143,65.57142857,62.28571429,67.42857143,76.71428571
1103,78.85714286,79.42857143,69.14285714,65.71428571,62.14285714,78.57142857,56.42857143,71.28571429
1104,66.42857143,83.42857143,66.85714286,58.28571429,80.66666667,71.57142857,84.71428571,72.57142857
1105,67.71428571,72.28571429,80.85714286,68.85714286,66.28571429,74.28571429,71.85714286,75.85714286
1106,71.42857143,71.42857143,55.0,55.0,70.57142857,70.57142857,81.14285714,81.14285714
1107,61.0,61.0,70.85714286,70.85714286,78.83333333,78.83333333,68.57142857,68.57142857
1108,64.28571429,74.71428571,65.42857143,60.57142857,68.0,73.66666667,79.42857143,76.0
1109,76.14285714,64.57142857,55.85714286,71.42857143,70.85714286,73.0,72.71428571,67.16666667
1110,74.28571429,71.28571429,66.0,64.57142857,76.85714286,82.28571429,77.28571429,68.71428571
1111,82.14285714,82.14285714,76.28571429,71.42857143,67.33333333,70.42857143,59.5,69.71428571
1112,60.28571429,59.85714286,70.42857143,66.28571429,79.85714286,62.0,68.14285714,77.71428571
1113,63.71428571,65.28571429,73.85714286,82.28571429,75.14285714,57.0,74.42857143,71.57142857
1114,67.14285714,74.0,68.57142857,70.28571429,60.28571429,69.0,79.28571429,74.28571429
1115,71.85714286,62.0,74.14285714,72.28571429,77.85714286,74.42857143,69.14285714,68.83333333
1116,66.14285714,74.14285714,72.71428571,63.0,63.57142857,70.0,71.57142857,76.14285714
1117,63.0,70.57142857,73.0,69.0,71.0,54.71428571,70.28571429,71.0
1118,70.71428571,68.28571429,80.0,64.16666667,72.57142857,62.85714286,63.2,59.71428571
1119,64.57142857,64.57142857,66.28571429,66.28571429,67.28571429,67.28571429,59.28571429,59.28571429
1120,74.57142857,74.57142857,73.0,73.0,65.57142857,65.57142857,71.28571429,71.28571429
1121,62.57142857,75.83333333,63.14285714,67.28571429,70.71428571,62.14285714,75.14285714,71.42857143
1122,67.14285714,72.14285714,67.0,75.57142857,61.42857143,68.28571429,54.71428571,66.85714286
1123,78.28571429,77.5,65.85714286,70.0,76.0,76.5,65.71428571,81.0
1124,68.14285714,67.14285714,70.71428571,79.28571429,78.0,80.28571429,59.14285714,66.66666667
1125,64.57142857,62.85714286,65.57142857,81.83333333,74.57142857,74.14285714,63.71428571,61.42857143
1126,66.0,68.42857143,63.14285714,77.0,72.14285714,80.71428571,75.71428571,59.28571429
1127,67.85714286,66.57142857,56.57142857,77.28571429,66.5,80.14285714,79.85714286,64.0
1128,76.83333333,66.57142857,67.42857143,78.8,71.28571429,62.85714286,64.42857143,77.42857143
1129,78.57142857,69.5,70.14285714,84.71428571,61.0,62.28571429,71.42857143,74.42857143
1130,60.28571429,66.42857143,74.42857143,72.28571429,72.71428571,82.57142857,77.5,84.57142857
1131,75.28571429,62.0,67.42857143,50.71428571,74.0,78.85714286,61.57142857,61.5
1132,71.0,69.85714286,70.0,73.71428571,69.85714286,76.28571429,77.71428571,71.42857143
1133,60.28571429,76.16666667,64.14285714,74.57142857,73.28571429,71.85714286,74.71428571,65.14285714
1134,64.57142857,74.0,81.5,66.42857143,70.57142857,68.57142857,64.57142857,71.85714286
1135,66.66666667,73.0,66.71428571,71.85714286,65.71428571,71.0,74.14285714,73.71428571
1136,80.71428571,71.28571429,74.5,70.57142857,55.57142857,65.85714286,57.71428571,67.14285714
1137,72.42857143,79.5,72.85714286,66.0,68.0,68.85714286,63.83333333,68.57142857
1138,72.28571429,72.28571429,72.14285714,75.0,63.14285714,73.57142857,72.14285714,66.0
1139,73.57142857,65.85714286,68.71428571,67.0,80.85714286,62.57142857,70.57142857,73.71428571
1140,74.0,75.0,69.57142857,49.71428571,76.14285714,68.42857143,62.71428571,67.71428571
1141,63.85714286,58.85714286,74.16666667,62.16666667,72.71428571,61.57142857,64.16666667,74.42857143
1142,73.57142857,63.0,69.14285714,66.42857143,64.85714286,70.83333333,69.42857143,78.0
1143,82.83333333,70.85714286,78.0,79.0,81.83333333,71.14285714,72.14285714,72.14285714
1144,60.66666667,66.57142857,85.42857143,62.28571429,62.8,82.57142857,74.0,68.14285714
1145,66.0,67.28571429,78.14285714,68.57142857,49.0,75.83333333,66.42857143,86.14285714
1146,69.57142857,71.28571429,69.85714286,79.42857143,72.0,74.28571429,76.0,58.71428571
1147,68.28571429,52.57142857,80.28571429,66.42857143,61.28571429,64.85714286,62.14285714,67.42857143
1148,84.14285714,74.57142857,83.71428571,69.71428571,68.85714286,68.0,84.28571429,74.71428571
1149,73.85714286,63.0,67.57142857,61.28571429,62.42857143,65.14285714,84.14285714,71.85714286
1150,77.57142857,76.14285714,63.71428571,78.42857143,74.71428571,67.0,76.57142857,59.28571429
1151,75.14285714,60.57142857,61.0,69.33333333,76.0,69.42857143,70.0,66.28571429
1152,71.28571429,82.42857143,68.42857143,80.0,77.28571429,75.71428571,55.71428571,72.66666667
1153,74.71428571,81.85714286,71.57142857,71.0,55.28571429,68.14285714,66.28571429,74.85714286
1154,63.71428571,70.42857143,61.28571429,65.28571429,73.85714286,63.14285714,74.0,76.0
1155,65.57142857,73.71428571,81.0,68.66666667,71.71428571,57.0,71.66666667,78.4
1156,55.28571429,75.42857143,77.57142857,75.71428571,71.33333333,81.85714286,62.85714286,68.28571429
1157,82.42857143,63.85714286,72.14285714,69.57142857,65.14285714,78.14285714,72.57142857,66.71428571
1158,58.33333333,59.28571429,61.42857143,67.42857143,74.83333333,72.57142857,66.57142857,65.85714286
1159,69.42857143,64.57142857,59.71428571,63.28571429,73.14285714,70.57142857,75.14285714,76.14285714
1160,73.0,74.85714286,72.85714286,67.0,80.16666667,52.57142857,59.28571429,74.57142857
1161,71.57142857,73.14285714,60.16666667,63.57142857,75.33333333,76.57142857,71.57142857,60.42857143
1162,75.28571429,68.57142857,66.42857143,71.57142857,54.66666667,66.0,77.28571429,67.71428571
1163,54.71428571,64.14285714,84.42857143,59.42857143,70.33333333,63.0,75.85714286,77.0
1164,63.71428571,74.14285714,64.14285714,67.28571429,63.28571429,65.57142857,65.28571429,74.0
1165,63.14285714,67.42857143,66.42857143,69.57142857,58.57142857,79.71428571,63.71428571,73.0
1166,70.57142857,70.28571429,76.14285714,63.85714286,66.28571429,56.57142857,74.0,72.5
1167,72.28571429,66.42857143,64.28571429,74.28571429,69.0,70.85714286,73.14285714,64.28571429
1168,70.85714286,69.33333333,70.0,68.85714286,66.71428571,72.5,53.14285714,84.57142857
1169,75.71428571,66.28571429,72.33333333,68.42857143,63.57142857,66.85714286,70.83333333,66.71428571
1170,74.85714286,66.85714286,71.85714286,62.28571429,53.85714286,69.71428571,66.57142857,67.42857143
1171,70.42857143,68.28571429,72.14285714,70.85714286,70.42857143,73.28571429,78.25,80.71428571
1172,75.5,60.66666667,56.28571429,77.28571429,77.0,55.28571429,65.14285714,74.85714286
1173,81.71428571,71.57142857,78.71428571,80.28571429,69.42857143,52.85714286,74.28571429,63.0
1174,78.28571429,65.57142857,75.14285714,69.71428571,64.57142857,74.42857143,62.0,65.0
1175,67.28571429,67.5,74.0,65.71428571,77.71428571,64.85714286,60.85714286,76.28571429
1176,68.14285714,62.85714286,75.0,63.28571429,74.28571429,64.0,67.28571429,74.14285714
1177,54.42857143,71.0,62.0,76.83333333,48.14285714,67.0,62.28571429,78.33333333
1178,62.16666667,75.14285714,71.57142857,69.42857143,70.14285714,74.57142857,84.14285714,66.0
1179,71.57142857,72.66666667,78.57142857,66.42857143,69.57142857,76.14285714,71.16666667,64.14285714
1180,74.71428571,67.71428571,56.71428571,72.42857143,73.85714286,67.28571429,60.14285714,65.85714286
1181,76.71428571,61.0,73.28571429,64.42857143,75.57142857,69.85714286,61.57142857,71.28571429
1182,60.0,60.85714286,59.57142857,73.28571429,59.42857143,77.0,71.0,66.57142857
1183,78.57142857,72.57142857,74.0,79.14285714,77.5,59.0,71.85714286,62.71428571
1184,74.57142857,77.14285714,70.28571429,64.14285714,67.57142857,81.57142857,62.66666667,78.57142857
1185,59.0,58.0,73.28571429,78.66666667,72.14285714,69.0,64.85714286,64.66666667
1186,71.85714286,75.5,69.6,76.14285714,69.0,62.0,67.71428571,61.5
1187,77.28571429,70.0,57.14285714,66.14285714,63.57142857,77.57142857,73.42857143,74.42857143
1188,74.4,80.28571429,70.57142857,58.57142857,74.28571429,73.5,58.28571429,80.66666667
1189,68.85714286,73.42857143,69.33333333,66.0,67.0,63.57142857,70.85714286,65.57142857
1190,82.28571429,70.57142857,74.71428571,74.57142857,60.71428571,74.71428571,65.28571429,75.57142857
1191,69.14285714,64.57142857,67.42857143,65.57142857,71.14285714,67.0,66.0,66.85714286
1192,64.71428571,74.85714286,64.71428571,64.0,72.42857143,77.57142857,81.28571429,69.85714286
1193,54.14285714,49.57142857,75.71428571,65.14285714,72.85714286,67.14285714,75.57142857,69.57142857
1194,56.57142857,71.71428571,67.14285714,71.57142857,74.42857143,61.14285714,81.85714286,62.57142857
1195,71.28571429,76.85714286,64.71428571,67.28571429,60.14285714,68.0,62.85714286,63.5
1196,75.16666667,69.85714286,79.14285714,61.42857143,68.0,75.28571429,64.14285714,67.5
1197,66.42857143,79.0,52.0,55.57142857,72.0,71.85714286,71.28571429,63.0
1198,77.71428571,64.85714286,65.0,64.57142857,77.42857143,68.85714286,72.42857143,75.85714286
1199,60.71428571,79.71428571,70.85714286,89.85714286,92.6,65.71428571,64.42857143,71.66666667
1200,70.57142857,74.0,72.71428571,69.42857143,68.0,76.0,66.71428571,65.57142857
1201,78.28571429,79.71428571,67.57142857,59.5,84.28571429,66.0,68.42857143,89.66666667
1202,87.14285714,70.14285714,80.71428571,71.0,74.0,71.33333333,69.57142857,60.0
1203,71.42857143,76.28571429,62.14285714,71.28571429,66.0,72.0,67.16666667,66.71428571
1204,75.14285714,61.57142857,63.71428571,71.85714286,60.83333333,77.14285714,75.83333333,63.8
1205,80.42857143,57.83333333,69.83333333,62.57142857,65.28571429,64.85714286,65.71428571,77.42857143
1206,67.0,66.42857143,69.28571429,76.14285714,74.66666667,63.14285714,62.42857143,79.14285714
1207,66.5,70.85714286,63.0,62.71428571,63.57142857,71.0,65.0,77.42857143
1208,70.66666667,73.71428571,74.57142857,66.85714286,66.28571429,73.42857143,54.57142857,80.71428571
1209,71.57142857,67.71428571,75.5,62.28571429,59.71428571,69.66666667,68.85714286,75.85714286
1210,60.0,77.57142857,79.57142857,70.85714286,69.16666667,65.71428571,71.0,72.71428571
1211,70.66666667,55.14285714,77.33333333,70.85714286,73.85714286,66.0,64.0,63.66666667
1212,67.42857143,57.71428571,62.42857143,63.42857143,72.0,73.0,82.28571429,77.57142857
1213,63.57142857,73.0,77.42857143,73.0,72.0,66.66666667,64.14285714,74.42857143
1214,66.71428571,85.16666667,64.0,64.14285714,64.83333333,63.42857143,60.57142857,72.42857143
1215,67.0,70.57142857,77.42857143,71.83333333,74.42857143,83.66666667,66.28571429,58.5
1216,81.16666667,71.85714286,76.28571429,63.85714286,74.14285714,68.71428571,79.28571429,57.71428571
1217,69.16666667,74.14285714,66.57142857,79.57142857,80.0,83.71428571,72.71428571,64.83333333
1218,74.14285714,85.71428571,82.14285714,67.85714286,64.0,68.33333333,72.71428571,69.71428571
1219,67.71428571,60.42857143,76.85714286,74.0,64.66666667,58.85714286,73.0,66.14285714
1220,54.71428571,80.0,72.14285714,73.85714286,79.0,79.71428571,76.28571429,73.71428571
1221,70.85714286,70.28571429,59.0,58.0,77.28571429,74.57142857,65.8,70.85714286
1222,68.5,73.85714286,68.14285714,70.14285714,70.66666667,77.42857143,77.33333333,69.85714286
1223,60.83333333,60.83333333,69.71428571,69.71428571,70.28571429,70.28571429,76.42857143,76.42857143
1224,72.28571429,72.28571429,62.85714286,62.85714286,71.42857143,71.42857143,65.57142857,65.57142857
1225,75.0,71.0,66.71428571,72.57142857,63.85714286,76.57142857,75.14285714,66.57142857
1226,52.85714286,65.28571429,77.57142857,53.14285714,68.85714286,63.57142857,60.14285714,70.42857143
1227,69.0,66.16666667,75.28571429,66.71428571,67.16666667,72.42857143,69.0,73.28571429
1228,71.16666667,72.16666667,64.0,82.0,61.28571429,66.57142857,70.14285714,74.14285714
1229,71.0,71.14285714,71.28571429,68.28571429,71.71428571,57.4,67.28571429,66.85714286
1230,69.42857143,67.66666667,64.42857143,70.5,70.14285714,57.28571429,82.57142857,62.42857143
1231,78.14285714,61.14285714,60.57142857,63.0,77.0,73.14285714,77.0,73.42857143
1232,75.71428571,73.42857143,77.85714286,64.16666667,72.42857143,75.42857143,61.5,66.16666667
1233,75.0,69.33333333,67.57142857,61.16666667,54.14285714,69.57142857,57.85714286,69.42857143
1234,69.16666667,73.0,65.85714286,71.0,73.85714286,75.28571429,71.0,75.85714286
1235,72.57142857,84.14285714,87.28571429,80.14285714,72.0,67.28571429,68.57142857,64.28571429
1236,77.85714286,67.28571429,66.57142857,69.16666667,78.85714286,69.42857143,83.42857143,63.5
1237,77.14285714,77.5,56.5,62.57142857,75.0,61.42857143,71.57142857,71.42857143
1238,66.28571429,58.0,63.57142857,54.14285714,63.42857143,64.0,74.85714286,70.28571429
1239,82.42857143,65.85714286,64.57142857,60.5,77.57142857,59.42857143,76.85714286,71.14285714
1240,62.28571429,58.71428571,68.42857143,67.57142857,69.57142857,72.14285714,67.28571429,77.71428571
1241,68.28571429,69.28571429,64.42857143,74.28571429,75.28571429,77.0,58.85714286,61.42857143
1242,59.85714286,59.85714286,67.28571429,67.28571429,78.28571429,78.28571429,68.33333333,68.33333333
1243,84.0,84.0,69.71428571,69.71428571,68.85714286,68.85714286,57.85714286,57.85714286
1244,70.85714286,70.14285714,73.42857143,68.42857143,75.28571429,69.28571429,61.85714286,66.85714286
1245,68.71428571,76.66666667,74.28571429,74.42857143,60.14285714,58.85714286,66.71428571,65.57142857
1246,78.0,75.28571429,66.0,78.42857143,51.14285714,84.28571429,58.16666667,63.83333333
1247,62.85714286,69.71428571,82.85714286,66.83333333,71.0,56.71428571,78.66666667,79.5
1248,71.57142857,76.71428571,66.85714286,64.85714286,78.71428571,76.28571429,63.0,52.71428571
1249,75.71428571,74.71428571,68.71428571,61.42857143,74.66666667,73.28571429,68.28571429,83.28571429
1250,67.85714286,77.57142857,72.14285714,72.85714286,73.14285714,74.33333333,75.57142857,81.57142857
1251,63.14285714,82.66666667,72.16666667,70.14285714,64.14285714,71.71428571,66.71428571,71.0
1252,72.0,54.71428571,68.0,77.5,75.16666667,72.85714286,80.28571429,68.28571429
1253,79.71428571,81.0,59.42857143,68.42857143,63.57142857,68.0,75.0,66.42857143
1254,62.28571429,49.14285714,76.42857143,61.85714286,60.85714286,60.57142857,69.83333333,74.42857143
1255,61.0,60.85714286,55.14285714,85.57142857,67.14285714,80.42857143,71.28571429,59.85714286
1256,70.14285714,70.14285714,65.42857143,65.42857143,76.42857143,76.42857143,79.0,79.0
1257,62.28571429,62.28571429,70.5,70.5,65.57142857,65.57142857,55.0,55.0
1258,63.71428571,62.42857143,73.57142857,61.28571429,64.66666667,63.42857143,57.14285714,79.0
1259,66.0,59.14285714,80.85714286,64.71428571,68.0,70.71428571,75.85714286,58.5
1260,61.42857143,68.83333333,64.71428571,76.85714286,71.85714286,78.0,69.28571429,80.85714286
1261,66.85714286,67.14285714,81.85714286,65.33333333,84.0,67.28571429,74.14285714,66.42857143
1262,83.85714286,63.42857143,68.42857143,77.0,62.16666667,71.71428571,67.0,79.14285714
1263,75.28571429,62.28571429,78.0,63.71428571,78.57142857,68.57142857,87.14285714,75.57142857
1264,57.85714286,70.57142857,65.85714286,69.42857143,62.0,60.42857143,70.71428571,64.42857143
1265,80.14285714,61.14285714,66.83333333,68.85714286,71.0,72.66666667,66.14285714,66.85714286
1266,72.71428571,74.71428571,63.57142857,75.57142857,70.14285714,78.28571429,68.71428571,71.71428571
1267,66.14285714,73.57142857,60.57142857,67.28571429,71.71428571,73.85714286,58.57142857,74.57142857
1268,69.85714286,74.42857143,60.14285714,67.0,76.28571429,76.0,65.71428571,66.14285714
1269,71.42857143,71.42857143,64.42857143,64.42857143,72.42857143,72.42857143,71.85714286,71.85714286
1270,81.85714286,81.85714286,77.66666667,77.66666667,78.0,78.0,84.28571429,84.28571429
1271,75.0,68.57142857,73.14285714,81.0,65.71428571,57.0,65.0,80.28571429
1272,76.71428571,74.0,65.14285714,66.28571429,67.42857143,78.42857143,66.71428571,63.0
1273,70.0,60.5,76.14285714,68.0,71.5,77.33333333,79.28571429,80.28571429
1274,73.85714286,73.85714286,66.42857143,66.42857143,75.14285714,75.14285714,75.71428571,75.71428571
1275,70.14285714,70.14285714,73.8,73.8,77.71428571,77.71428571,62.42857143,62.42857143
1276,62.85714286,54.0,69.42857143,71.71428571,63.66666667,76.28571429,65.57142857,72.66666667
1277,65.57142857,75.0,73.57142857,62.85714286,72.28571429,80.42857143,60.14285714,74.42857143
1278,63.57142857,68.85714286,68.66666667,73.28571429,72.0,88.85714286,76.14285714,64.28571429
1279,72.0,76.83333333,73.85714286,71.85714286,70.33333333,64.0,68.14285714,77.28571429
1280,67.0,71.0,79.0,73.57142857,70.57142857,73.71428571,62.28571429,67.16666667
1281,66.28571429,60.71428571,67.57142857,66.42857143,75.57142857,73.0,64.28571429,67.57142857
1282,60.0,81.14285714,69.57142857,70.42857143,79.85714286,57.28571429,90.66666667,57.42857143
1283,75.0,65.85714286,75.14285714,68.33333333,62.14285714,62.71428571,70.14285714,66.71428571
1284,76.42857143,70.14285714,64.42857143,68.85714286,83.71428571,72.42857143,72.28571429,60.0
1285,69.71428571,77.0,60.0,62.28571429,62.42857143,65.57142857,72.42857143,76.0
1286,70.66666667,69.71428571,69.33333333,67.42857143,79.57142857,64.42857143,72.71428571,66.57142857
1287,72.0,61.71428571,64.71428571,70.42857143,59.85714286,65.66666667,72.16666667,63.14285714
1288,74.71428571,74.71428571,67.0,67.0,61.0,61.0,76.14285714,76.14285714
1289,79.28571429,79.28571429,69.71428571,69.71428571,71.0,71.0,70.71428571,70.71428571
1290,77.42857143,72.0,61.42857143,69.28571429,58.28571429,79.57142857,69.28571429,72.42857143
1291,69.0,75.14285714,57.0,73.83333333,64.42857143,74.57142857,65.14285714,63.42857143
1292,66.28571429,71.66666667,58.83333333,72.57142857,64.71428571,76.0,77.0,67.71428571
1293,72.57142857,68.85714286,77.16666667,66.66666667,69.85714286,72.0,65.28571429,76.42857143
1294,79.71428571,72.14285714,60.57142857,77.28571429,66.71428571,76.85714286,71.42857143,67.0
1295,63.33333333,63.57142857,79.0,61.0,72.66666667,78.85714286,59.0,78.0
1296,58.66666667,69.28571429,71.42857143,82.57142857,71.28571429,62.71428571,72.28571429,77.85714286
1297,72.57142857,83.85714286,77.28571429,76.42857143,68.28571429,66.85714286,67.28571429,65.28571429
1298,68.42857143,63.14285714,68.16666667,72.28571429,60.0,70.14285714,56.57142857,61.57142857
1299,69.57142857,68.14285714,66.42857143,73.42857143,66.85714286,80.28571429,68.57142857,54.85714286
1300,59.57142857,62.0,64.71428571,73.16666667,55.0,59.85714286,77.57142857,74.28571429
1301,71.16666667,69.0,83.71428571,70.42857143,66.28571429,86.6,73.71428571,72.14285714
1302,70.14285714,72.0,72.85714286,71.85714286,80.57142857,66.57142857,64.57142857,66.14285714
1303,69.0,72.71428571,76.42857143,73.28571429,68.0,75.85714286,68.28571429,75.14285714
1304,67.42857143,64.28571429,70.71428571,72.0,68.28571429,72.42857143,61.0,60.83333333
1305,67.14285714,77.57142857,75.28571429,73.42857143,78.85714286,65.85714286,70.85714286,81.28571429
1306,64.66666667,70.42857143,62.28571429,64.14285714,76.14285714,77.0,67.5,59.57142857
1307,83.42857143,72.28571429,63.0,73.0,67.42857143,70.28571429,67.85714286,53.71428571
1308,69.14285714,62.71428571,72.14285714,70.0,58.0,72.85714286,65.57142857,56.28571429
1309,70.71428571,85.57142857,79.42857143,80.0,69.42857143,85.0,71.57142857,58.42857143
1310,81.0,73.85714286,65.71428571,63.5,82.57142857,71.71428571,57.33333333,67.66666667
1311,66.85714286,69.28571429,69.71428571,56.71428571,63.42857143,62.57142857,66.28571429,72.0
1312,61.42857143,74.57142857,64.71428571,61.42857143,87.42857143,57.71428571,68.0,76.57142857
1313,73.16666667,70.14285714,74.57142857,74.83333333,66.14285714,70.16666667,64.0,62.42857143
1314,65.66666667,82.28571429,62.71428571,58.33333333,66.28571429,74.57142857,66.42857143,76.85714286
1315,78.0,70.28571429,72.57142857,67.42857143,70.16666667,80.71428571,56.66666667,58.0
